time,level,year,sin_month,cos_month,sin_dayofyear,cos_dayofyear
2014-06-20,11.437010416666666,2014,1.2246467991473532e-16,-1.0,0.19864794288017112,-0.9800709131432666
2014-06-21,11.43909375,2014,1.2246467991473532e-16,-1.0,0.18175978759137534,-0.9833429613388902
2014-06-22,11.435437499999999,2014,1.2246467991473532e-16,-1.0,0.16481784665719793,-0.9863240225317866
2014-06-23,11.428291666666667,2014,1.2246467991473532e-16,-1.0,0.14782713347053048,-0.9890132145779883
2014-06-24,11.42796875,2014,1.2246467991473532e-16,-1.0,0.13079267585675922,-0.9914097417023038
2014-06-25,11.473604166666666,2014,1.2246467991473532e-16,-1.0,0.11371951458594969,-0.9935128947338007
2014-06-26,11.494916666666667,2014,1.2246467991473532e-16,-1.0,0.0966127018812031,-0.9953220513156602
2014-06-27,11.473614583333335,2014,1.2246467991473532e-16,-1.0,0.07947729992362097,-0.9968366760893436
2014-06-28,11.462885416666666,2014,1.2246467991473532e-16,-1.0,0.062318379354325076,-0.998056320853012
2014-06-29,11.516,2014,1.2246467991473532e-16,-1.0,0.04514101777397193,-0.9989806246941579
2014-06-30,11.506895833333333,2014,1.2246467991473532e-16,-1.0,0.02795029824021032,-0.999609314096404
2014-07-01,11.477208333333332,2014,-0.4999999999999997,-0.8660254037844388,0.01075130776352193,-0.9999422030204416
2014-07-02,11.454781250000002,2014,-0.4999999999999997,-0.8660254037844388,-0.00645086419810515,-0.9999791929590823
2014-07-03,11.439791666666666,2014,-0.4999999999999997,-0.8660254037844388,-0.023651127245231586,-0.9997202729664083
2014-07-04,11.430739583333333,2014,-0.4999999999999997,-0.8660254037844388,-0.04084439154329611,-0.9991655196610109
2014-07-05,11.420364583333333,2014,-0.4999999999999997,-0.8660254037844388,-0.05802556932878035,-0.9983150972033183
2014-07-06,11.411875,2014,-0.4999999999999997,-0.8660254037844388,-0.07518957641475855,-0.9971692572470178
2014-07-07,11.419937500000001,2014,-0.4999999999999997,-0.8660254037844388,-0.09233133369539122,-0.9957283388645872
2014-07-08,11.434458333333334,2014,-0.4999999999999997,-0.8660254037844388,-0.10944576864891556,-0.993992768446958
2014-07-09,11.423625000000001,2014,-0.4999999999999997,-0.8660254037844388,-0.12652781683868314,-0.9919630595773397
2014-07-10,11.40528125,2014,-0.4999999999999997,-0.8660254037844388,-0.1435724234118113,-0.9896398128792412
2014-07-11,11.389197916666667,2014,-0.4999999999999997,-0.8660254037844388,-0.16057454459499376,-0.9870237158387383
2014-07-12,11.383583333333334,2014,-0.4999999999999997,-0.8660254037844388,-0.17752914918703497,-0.984115542601034
2014-07-13,11.419947916666667,2014,-0.4999999999999997,-0.8660254037844388,-0.19443122004766195,-0.9809161537413774
2014-07-14,11.436781250000001,2014,-0.4999999999999997,-0.8660254037844388,-0.2112757555821793,-0.9774264960104055
2014-07-15,11.428041666666667,2014,-0.4999999999999997,-0.8660254037844388,-0.2280577712215198,-0.9736476020539838
2014-07-16,11.387708333333334,2014,-0.4999999999999997,-0.8660254037844388,-0.24477230089725957,-0.9695805901076308
2014-07-17,11.370010416666666,2014,-0.4999999999999997,-0.8660254037844388,-0.2614143985111562,-0.965226663665613
2014-07-18,11.364906249999999,2014,-0.4999999999999997,-0.8660254037844388,-0.2779791393987801,-0.9605871111248129
2014-07-19,11.361760416666668,2014,-0.4999999999999997,-0.8660254037844388,-0.2944616217868012,-0.9556633054034704
2014-07-20,11.359833333333334,2014,-0.4999999999999997,-0.8660254037844388,-0.3108569682435036,-0.9504567035349151
2014-07-21,11.35796875,2014,-0.4999999999999997,-0.8660254037844388,-0.3271603271220951,-0.9449688462364056
2014-07-22,11.355447916666668,2014,-0.4999999999999997,-0.8660254037844388,-0.34336687399638804,-0.939201357453208
2014-07-23,11.3534375,2014,-0.4999999999999997,-0.8660254037844388,-0.3594718130884232,-0.9331559438780432
2014-07-24,11.350979166666667,2014,-0.4999999999999997,-0.8660254037844388,-0.3754703786876202,-0.9268343944460494
2014-07-25,11.350239583333334,2014,-0.4999999999999997,-0.8660254037844388,-0.3913578365610259,-0.9202385798054075
2014-07-26,11.349697916666669,2014,-0.4999999999999997,-0.8660254037844388,-0.4071294853542516,-0.9133704517637858
2014-07-27,11.349895833333333,2014,-0.4999999999999997,-0.8660254037844388,-0.4227806579826773,-0.9062320427107697
